,Date,Region,Class,Commodity,Unit,Number of Stores,Weighted Avg Price,Low Price,High Price
480,2/8/2019,SOUTHWEST U.S.,FRUITS,LEMONS,per pound,66,0.88,0.49,0.99
478,2/8/2019,SOUTHWEST U.S.,FRUITS,KIWIFRUIT,each,18,0.33,0.33,0.33
477,2/8/2019,SOUTHWEST U.S.,FRUITS,KIWIFRUIT,1 lb bag,1,3.99,3.99,3.99
476,2/8/2019,SOUTHWEST U.S.,FRUITS,KIWIFRUIT,each,54,0.25,0.25,0.25
475,2/8/2019,SOUTHWEST U.S.,FRUITS,GRAPES,per pound,"1,053",2.48,1.88,3.49
474,2/8/2019,SOUTHWEST U.S.,FRUITS,GRAPES,per pound,"1,063",2.47,1.59,3.49
484,2/8/2019,SOUTHWEST U.S.,FRUITS,LIMES,per pound,241,0.57,0.39,0.79
494,2/8/2019,SOUTHWEST U.S.,FRUITS,ORANGES,3 lb bag,7,0.33,0.33,0.33
482,2/8/2019,SOUTHWEST U.S.,FRUITS,LEMONS,per pound,9,2.99,2.99,2.99
496,2/8/2019,SOUTHWEST U.S.,FRUITS,PAPAYA,per pound,45,2.31,0.79,2.69
517,2/8/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,3 lb bag,171,3.99,3.99,3.99
516,2/8/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,per pound,225,1.26,0.33,2.99
515,2/8/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,each,123,1.25,1.25,1.25
514,2/8/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,3 lb bag,"1,329",2.84,0.99,3.99
513,2/8/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,2 lb bag,8,3.5,3.5,3.5
512,2/8/2019,SOUTHWEST U.S.,FRUITS,TANGELOS,per pound,35,1.6,0.99,1.99
511,2/8/2019,SOUTHWEST U.S.,FRUITS,STRAWBERRIES,1 lb package,346,4.15,3.99,9.99
510,2/8/2019,SOUTHWEST U.S.,FRUITS,STRAWBERRIES,2 lb package,373,5.3,5.0,5.99
495,2/8/2019,SOUTHWEST U.S.,FRUITS,PAPAYA,per pound,107,0.85,0.5,1.25
508,2/8/2019,SOUTHWEST U.S.,FRUITS,SATSUMA,per pound,53,3.49,3.49,3.49
507,2/8/2019,SOUTHWEST U.S.,FRUITS,RASPBERRIES,6 oz package,257,3.14,2.5,3.99
509,2/8/2019,SOUTHWEST U.S.,FRUITS,STRAWBERRIES,1 lb package,802,2.67,1.45,4.99
505,2/8/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,per pound,4,0.99,0.99,0.99
504,2/8/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,each,12,2.99,2.99,2.99
503,2/8/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,per pound,205,0.52,0.33,0.79
502,2/8/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,each,446,1.46,0.69,3.99
501,2/8/2019,SOUTHWEST U.S.,FRUITS,PEARS,per pound,155,1.51,1.48,1.99
500,2/8/2019,SOUTHWEST U.S.,FRUITS,PEARS,per pound,556,1.17,0.49,1.29
499,2/8/2019,SOUTHWEST U.S.,FRUITS,PEARS,per pound,708,1.09,0.49,1.27
498,2/8/2019,SOUTHWEST U.S.,FRUITS,PEARS,per pound,326,1.0,0.99,1.29
497,2/8/2019,SOUTHWEST U.S.,FRUITS,PEACHES,per pound,358,1.58,0.99,2.49
506,2/8/2019,SOUTHWEST U.S.,FRUITS,PLUMS,per pound,110,1.91,1.39,1.99
690,3/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,3 lb bag,14,1.5,1.5,1.5
689,3/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,171,1.49,1.49,1.49
691,3/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,58,0.49,0.49,0.5
692,3/1/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",128 oz (1 gallon),16,5.99,5.99,5.99
693,3/1/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",64 oz (1/2 gallon),940,1.78,1.67,2.5
694,3/1/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",96 oz (3/4 gallon),39,2.89,2.89,2.89
700,3/1/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,each,9,1.5,1.5,1.5
696,3/1/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",96 oz (3/4 gallon),28,2.89,2.89,2.89
697,3/1/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,each,"2,271",1.19,0.25,2.5
698,3/1/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,each,302,1.4,0.79,2.0
699,3/1/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,each,6,1.21,0.99,1.25
688,3/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,"1,459",2.18,0.79,2.99
701,3/1/2019,SOUTHWEST U.S.,FRUITS,BANANAS,per pound,110,0.43,0.33,0.5
695,3/1/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",64 oz (1/2 gallon),13,3.99,3.99,3.99
687,3/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,2 lb bag,152,3.79,3.79,3.79
718,3/1/2019,SOUTHWEST U.S.,VEGETABLES,BEANS,per pound,151,1.01,0.69,1.5
685,3/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,435,2.41,1.49,2.99
742,3/1/2019,SOUTHWEST U.S.,VEGETABLES,CUCUMBERS,each,"1,603",0.76,0.2,1.5
726,3/1/2019,SOUTHWEST U.S.,VEGETABLES,CABBAGE,per pound,54,0.33,0.33,0.33
715,3/1/2019,SOUTHWEST U.S.,VEGETABLES,ARTICHOKES,each,522,2.5,2.5,2.5
716,3/1/2019,SOUTHWEST U.S.,VEGETABLES,ASPARAGUS,per pound,"1,874",1.68,0.88,3.99
717,3/1/2019,SOUTHWEST U.S.,VEGETABLES,ASPARAGUS,per pound,166,3.83,3.49,3.99
719,3/1/2019,SOUTHWEST U.S.,VEGETABLES,BEETS,per bunch,10,1.74,1.49,1.99
686,3/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,345,1.78,1.5,1.99
720,3/1/2019,SOUTHWEST U.S.,VEGETABLES,BEETS,per pound,45,0.5,0.5,0.5
722,3/1/2019,SOUTHWEST U.S.,VEGETABLES,BROCCOLI,per bunch,322,2.71,1.29,2.99
680,3/1/2019,SOUTHWEST U.S.,FRUITS,APPLE PEARS,per pound,36,1.69,1.69,1.69
681,3/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,50,0.89,0.89,0.89
682,3/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,3 lb bag,28,1.25,0.99,1.5
683,3/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,162,0.83,0.33,1.29
684,3/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,2 lb bag,152,3.79,3.79,3.79
721,3/1/2019,SOUTHWEST U.S.,VEGETABLES,BEETS,per bunch,9,2.99,2.99,2.99
702,3/1/2019,SOUTHWEST U.S.,FRUITS,BANANAS,per pound,42,0.7,0.69,0.99
704,3/1/2019,SOUTHWEST U.S.,FRUITS,BLACKBERRIES,5.6 - 6 oz package,199,3.04,3.0,3.99
705,3/1/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,1 pint package,54,1.77,1.77,1.77
759,3/1/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,2 lb bag,50,3.99,3.99,3.99
758,3/1/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,per pound,412,1.54,0.49,2.99
757,3/1/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,5 lb package,146,4.98,4.98,4.98
756,3/1/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,3 lb bag,"1,241",4.5,2.99,5.0
755,3/1/2019,SOUTHWEST U.S.,FRUITS,TANGELOS,per pound,291,0.88,0.33,0.98
754,3/1/2019,SOUTHWEST U.S.,FRUITS,STRAWBERRIES,1 lb package,198,5.03,4.99,5.99
753,3/1/2019,SOUTHWEST U.S.,FRUITS,STRAWBERRIES,2 lb package,540,5.16,4.0,5.79
752,3/1/2019,SOUTHWEST U.S.,FRUITS,STRAWBERRIES,1 lb package,"1,003",3.83,0.99,5.69
751,3/1/2019,SOUTHWEST U.S.,FRUITS,SATSUMA,per pound,9,1.49,1.49,1.49
750,3/1/2019,SOUTHWEST U.S.,FRUITS,RASPBERRIES,6 oz package,904,2.94,2.5,4.69
749,3/1/2019,SOUTHWEST U.S.,FRUITS,PLUMS,per pound,634,1.55,0.99,2.99
748,3/1/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,per pound,196,0.96,0.79,0.99
747,3/1/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,each,164,3.03,2.99,3.49
746,3/1/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,per pound,255,0.45,0.33,0.88
745,3/1/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,each,195,1.33,0.88,2.99
760,3/1/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,per pound,75,2.16,1.99,2.99
761,3/1/2019,SOUTHWEST U.S.,FRUITS,WATERMELONS,each,240,2.4,2.0,2.5
762,3/1/2019,SOUTHWEST U.S.,FRUITS,WATERMELONS,per pound,45,0.5,0.5,0.5
723,3/1/2019,SOUTHWEST U.S.,VEGETABLES,BROCCOLI,per pound,12,1.49,1.49,1.49
727,3/1/2019,SOUTHWEST U.S.,VEGETABLES,CACTUS LEAF (NOPALES),each,7,2.0,2.0,2.0
728,3/1/2019,SOUTHWEST U.S.,VEGETABLES,CACTUS LEAF (NOPALES),per pound,67,0.41,0.33,0.79
729,3/1/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,1 lb bag,118,0.42,0.33,0.5
730,3/1/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,per pound,81,0.33,0.33,0.33
731,3/1/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,1 lb bag,79,1.16,0.99,1.5
732,3/1/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,2 lb bag,612,1.99,1.99,1.99
733,3/1/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,1 lb bag,48,1.59,1.49,2.5
744,3/1/2019,SOUTHWEST U.S.,FRUITS,PEARS,per pound,12,1.99,1.99,1.99
734,3/1/2019,SOUTHWEST U.S.,VEGETABLES,CAULIFLOWER,each,5,0.99,0.99,0.99
736,3/1/2019,SOUTHWEST U.S.,VEGETABLES,CAULIFLOWER,each,18,2.79,2.79,2.79
737,3/1/2019,SOUTHWEST U.S.,VEGETABLES,CELERY,each,17,1.99,1.99,1.99
738,3/1/2019,SOUTHWEST U.S.,VEGETABLES,CHAYOTE,each,19,0.32,0.25,0.5
739,3/1/2019,SOUTHWEST U.S.,VEGETABLES,CHAYOTE,per pound,54,0.49,0.49,0.49
740,3/1/2019,SOUTHWEST U.S.,VEGETABLES,COLLARD GREENS,per bunch,6,0.79,0.79,0.79
741,3/1/2019,SOUTHWEST U.S.,VEGETABLES,CORN-SWEET,each,58,0.48,0.33,0.49
724,3/1/2019,SOUTHWEST U.S.,VEGETABLES,BROCCOLI,per pound,327,1.03,0.97,2.29
735,3/1/2019,SOUTHWEST U.S.,VEGETABLES,CAULIFLOWER,per pound,242,0.98,0.98,0.99
703,3/1/2019,SOUTHWEST U.S.,FRUITS,BLACKBERRIES,5.6 - 6 oz package,"1,205",2.16,1.5,4.69
743,3/1/2019,SOUTHWEST U.S.,FRUITS,PEARS,per pound,275,1.92,0.5,1.99
741,3/1/2019,SOUTHWEST U.S.,FRUITS,PEARS,per pound,612,1.49,1.49,1.49
720,3/1/2019,SOUTHWEST U.S.,FRUITS,GRAPES,per pound,"1,505",2.55,0.98,3.99
719,3/1/2019,SOUTHWEST U.S.,FRUITS,GRAPES,per pound,"1,753",2.54,1.29,3.99
718,3/1/2019,SOUTHWEST U.S.,FRUITS,GRAPES,per pound,482,2.29,1.99,2.99
717,3/1/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,per pound,73,1.05,0.79,1.99
716,3/1/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,each,146,0.88,0.88,0.88
715,3/1/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,5 lb bag,20,2.49,2.49,2.49
714,3/1/2019,SOUTHWEST U.S.,FRUITS,CLEMENTINES,3 lb bag,449,3.54,1.99,3.99
713,3/1/2019,SOUTHWEST U.S.,FRUITS,CLEMENTINES,2 lb bag,15,2.99,2.99,2.99
712,3/1/2019,SOUTHWEST U.S.,FRUITS,CANTALOUPS,per pound,171,0.47,0.2,2.0
711,3/1/2019,SOUTHWEST U.S.,FRUITS,CANTALOUPS,each,"1,221",2.95,1.5,3.99
710,3/1/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,6 oz package,694,3.62,2.5,4.99
709,3/1/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,4.4 oz package,16,3.33,3.33,3.33
708,3/1/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,1 pint package,4,3.99,3.99,3.99
707,3/1/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,6 oz package,"1,496",2.09,0.88,4.69
706,3/1/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,18 oz package,507,3.37,2.99,4.0
721,3/1/2019,SOUTHWEST U.S.,FRUITS,KIWIFRUIT,each,52,0.25,0.25,0.25
722,3/1/2019,SOUTHWEST U.S.,FRUITS,LEMONS,2 lb bag,35,2.99,2.99,2.99
723,3/1/2019,SOUTHWEST U.S.,FRUITS,LEMONS,each,383,0.61,0.14,1.0
724,3/1/2019,SOUTHWEST U.S.,FRUITS,LEMONS,per pound,429,0.8,0.33,0.99
740,3/1/2019,SOUTHWEST U.S.,FRUITS,PEACHES,per pound,717,1.41,0.99,2.29
739,3/1/2019,SOUTHWEST U.S.,FRUITS,PAPAYA,per pound,14,0.5,0.5,0.5
738,3/1/2019,SOUTHWEST U.S.,FRUITS,PAPAYA,per pound,320,0.72,0.5,1.49
737,3/1/2019,SOUTHWEST U.S.,FRUITS,ORANGES,per pound,10,1.19,1.19,1.19
736,3/1/2019,SOUTHWEST U.S.,FRUITS,ORANGES,per pound,422,1.47,0.99,2.09
735,3/1/2019,SOUTHWEST U.S.,FRUITS,ORANGES,per pound,"1,252",0.96,0.16,1.59
734,3/1/2019,SOUTHWEST U.S.,FRUITS,ORANGES,each,54,0.69,0.69,0.69
742,3/1/2019,SOUTHWEST U.S.,FRUITS,PEARS,per pound,202,0.67,0.33,1.59
733,3/1/2019,SOUTHWEST U.S.,FRUITS,ORANGES,8 lb bag,226,4.99,4.99,4.99
731,3/1/2019,SOUTHWEST U.S.,FRUITS,NECTARINES,per pound,815,1.43,0.99,2.49
730,3/1/2019,SOUTHWEST U.S.,FRUITS,NECTARINES,per pound,50,1.79,1.79,1.79
729,3/1/2019,SOUTHWEST U.S.,FRUITS,MANGOES,each,216,1.73,1.49,2.0
728,3/1/2019,SOUTHWEST U.S.,FRUITS,MANGOES,each,214,0.87,0.33,1.25
727,3/1/2019,SOUTHWEST U.S.,FRUITS,LIMES,per pound,81,0.87,0.79,0.89
726,3/1/2019,SOUTHWEST U.S.,FRUITS,LEMONS,per pound,50,0.5,0.5,0.5
725,3/1/2019,SOUTHWEST U.S.,FRUITS,LEMONS,each,4,0.79,0.79,0.79
732,3/1/2019,SOUTHWEST U.S.,FRUITS,ORANGES,4 lb bag,46,2.23,1.99,2.99
743,3/1/2019,SOUTHWEST U.S.,VEGETABLES,CUCUMBERS,per pound,6,0.17,0.17,0.17
725,3/1/2019,SOUTHWEST U.S.,VEGETABLES,BRUSSELS SPROUTS,per pound,26,2.49,2.49,2.49
791,3/1/2019,SOUTHWEST U.S.,VEGETABLES,SPINACH,per bunch,72,0.74,0.5,0.88
778,3/1/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,287,0.89,0.33,0.99
779,3/1/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,146,1.5,1.5,1.5
789,3/1/2019,SOUTHWEST U.S.,VEGETABLES,SALAD,10 - 12 oz package,202,3.74,3.0,3.99
809,3/1/2019,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, PLUM TYPE",per pound,294,0.62,0.33,1.39
808,3/1/2019,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",1 pint package,612,2.99,2.99,2.99
807,3/1/2019,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",10 oz package,423,2.14,0.99,2.5
806,3/1/2019,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",1 pint package,7,0.69,0.69,0.69
805,3/1/2019,SOUTHWEST U.S.,VEGETABLES,TOMATOES,per pound,"1,386",1.9,0.5,2.49
804,3/1/2019,SOUTHWEST U.S.,VEGETABLES,TOMATOES,per pound,265,2.09,1.79,2.49
803,3/1/2019,SOUTHWEST U.S.,VEGETABLES,TOMATOES,per pound,18,2.99,2.99,2.99
802,3/1/2019,SOUTHWEST U.S.,VEGETABLES,TOMATOES,per pound,13,1.5,1.5,1.5
801,3/1/2019,SOUTHWEST U.S.,VEGETABLES,TOMATOES,per pound,626,0.88,0.33,1.99
800,3/1/2019,SOUTHWEST U.S.,VEGETABLES,TOMATILLOS,per pound,314,0.53,0.25,0.99
799,3/1/2019,SOUTHWEST U.S.,VEGETABLES,SWEET POTATOES,per pound,5,0.5,0.5,0.5
777,3/1/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",per pound,75,2.82,2.29,2.99
798,3/1/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,183,1.49,1.49,1.49
796,3/1/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,171,1.49,1.49,1.49
795,3/1/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,781,1.43,0.99,1.49
794,3/1/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,293,0.63,0.25,0.79
793,3/1/2019,SOUTHWEST U.S.,VEGETABLES,SPINACH,8 oz package,35,1.39,1.39,1.39
792,3/1/2019,SOUTHWEST U.S.,VEGETABLES,SPINACH,5 - 6 oz package,350,2.5,2.5,2.5
744,3/1/2019,SOUTHWEST U.S.,VEGETABLES,CUCUMBERS,each,225,0.88,0.88,0.88
781,3/1/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, OTHER",per pound,146,0.83,0.5,0.99
782,3/1/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, OTHER",1 lb package,75,1.36,0.99,1.99
783,3/1/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, OTHER",1 lb package,681,3.38,1.79,3.49
784,3/1/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, OTHER",per pound,11,0.99,0.99,0.99
785,3/1/2019,SOUTHWEST U.S.,VEGETABLES,RADISHES,per bunch,364,0.43,0.2,0.5
786,3/1/2019,SOUTHWEST U.S.,VEGETABLES,SALAD,10 - 12 oz package,207,2.52,2.5,2.99
787,3/1/2019,SOUTHWEST U.S.,VEGETABLES,SALAD,5 - 9 oz package,548,2.5,2.5,2.5
788,3/1/2019,SOUTHWEST U.S.,VEGETABLES,SALAD,1 lb bag,9,4.99,4.99,5.0
797,3/1/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,"1,035",1.25,0.33,1.49
776,3/1/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,146,1.5,1.5,1.5
780,3/1/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",per pound,57,2.99,2.99,2.99
774,3/1/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,384,0.86,0.33,0.99
761,3/1/2019,SOUTHWEST U.S.,VEGETABLES,MUSHROOMS,per pound,8,5.99,5.99,5.99
760,3/1/2019,SOUTHWEST U.S.,VEGETABLES,MUSHROOMS,8 oz package,171,2.5,2.5,2.5
759,3/1/2019,SOUTHWEST U.S.,VEGETABLES,MUSHROOMS,6 oz package,472,2.88,2.88,2.88
758,3/1/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, ROMAINE",3 count package,634,3.01,1.99,3.99
757,3/1/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, ROMAINE",3 count package,8,3.0,3.0,3.0
756,3/1/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, ROMAINE",each,15,2.79,2.79,2.79
755,3/1/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, ROMAINE",each,43,1.25,0.99,1.99
754,3/1/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, RED LEAF",each,19,2.62,1.99,2.79
753,3/1/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, RED LEAF",each,33,1.23,0.99,1.99
752,3/1/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, ICEBERG",per pound,7,0.89,0.89,0.89
751,3/1/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, ICEBERG",each,99,0.96,0.5,1.59
750,3/1/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, GREEN LEAF",each,19,2.62,1.99,2.79
749,3/1/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, GREEN LEAF",each,33,1.23,0.99,1.99
748,3/1/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, BOSTON",each,8,1.99,1.99,1.99
747,3/1/2019,SOUTHWEST U.S.,VEGETABLES,KALE GREENS,per bunch,215,1.98,1.5,2.69
746,3/1/2019,SOUTHWEST U.S.,VEGETABLES,KALE GREENS,per bunch,5,1.99,1.99,1.99
745,3/1/2019,SOUTHWEST U.S.,VEGETABLES,GARLIC,per sleeve,132,1.14,0.79,1.5
762,3/1/2019,SOUTHWEST U.S.,VEGETABLES,MUSHROOMS,8 oz package,152,3.69,3.69,3.69
775,3/1/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",per pound,25,2.15,1.99,2.49
763,3/1/2019,SOUTHWEST U.S.,VEGETABLES,MUSHROOMS,8 oz package,44,1.67,0.99,2.5
765,3/1/2019,SOUTHWEST U.S.,VEGETABLES,ONIONS GREEN,per bunch,146,0.48,0.33,0.99
773,3/1/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",per pound,4,2.99,2.99,2.99
772,3/1/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,146,1.5,1.5,1.5
771,3/1/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,287,0.89,0.33,0.99
770,3/1/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",per pound,53,2.99,2.99,2.99
764,3/1/2019,SOUTHWEST U.S.,VEGETABLES,MUSHROOMS,8 oz package,9,3.99,3.99,3.99
790,3/1/2019,SOUTHWEST U.S.,VEGETABLES,SALAD,5 - 9 oz package,51,3.0,3.0,3.0
769,3/1/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,139,0.95,0.79,1.0
768,3/1/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",per pound,59,1.01,0.69,1.99
767,3/1/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,788,0.82,0.5,1.0
766,3/1/2019,SOUTHWEST U.S.,VEGETABLES,ONIONS GREEN,per bunch,58,1.2,0.99,1.29
868,3/15/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,each,9,1.29,1.29,1.29
867,3/15/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,per pound,9,1.5,1.5,1.5
866,3/15/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,each,10,0.84,0.69,0.99
864,3/15/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,each,"2,372",0.84,0.33,2.0
863,3/15/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",64 oz (1/2 gallon),11,1.5,1.5,1.5
862,3/15/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",64 oz (1/2 gallon),284,2.65,1.99,3.49
861,3/15/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",64 oz (1/2 gallon),"1,463",1.86,0.99,3.99
860,3/15/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,69,0.44,0.33,0.99
859,3/15/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,5,1.99,1.99,1.99
869,3/15/2019,SOUTHWEST U.S.,FRUITS,BANANAS,per pound,231,0.42,0.25,0.5
865,3/15/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,each,515,1.03,0.79,2.0
882,3/15/2019,SOUTHWEST U.S.,FRUITS,GRAPES,per pound,107,1.95,1.19,1.99
871,3/15/2019,SOUTHWEST U.S.,FRUITS,BLACKBERRIES,5.6 - 6 oz package,"1,461",2.04,0.88,3.99
899,3/15/2019,SOUTHWEST U.S.,FRUITS,ORANGES,per pound,"1,094",0.86,0.2,1.49
898,3/15/2019,SOUTHWEST U.S.,FRUITS,ORANGES,each,45,0.33,0.33,0.33
897,3/15/2019,SOUTHWEST U.S.,FRUITS,ORANGES,8 lb bag,260,5.0,5.0,5.0
896,3/15/2019,SOUTHWEST U.S.,FRUITS,ORANGES,4 lb bag,181,2.97,2.49,2.99
895,3/15/2019,SOUTHWEST U.S.,FRUITS,NECTARINES,per pound,500,1.81,0.88,2.69
894,3/15/2019,SOUTHWEST U.S.,FRUITS,MANGOES,each,206,1.22,0.69,1.79
893,3/15/2019,SOUTHWEST U.S.,FRUITS,MANGOES,each,176,0.81,0.5,2.0
892,3/15/2019,SOUTHWEST U.S.,FRUITS,LIMES,per pound,54,0.99,0.99,0.99
891,3/15/2019,SOUTHWEST U.S.,FRUITS,LIMES,each,8,0.25,0.25,0.25
890,3/15/2019,SOUTHWEST U.S.,FRUITS,LEMONS,2 lb bag,21,3.0,2.99,3.0
889,3/15/2019,SOUTHWEST U.S.,FRUITS,LEMONS,per pound,97,0.88,0.33,0.99
888,3/15/2019,SOUTHWEST U.S.,FRUITS,LEMONS,each,83,0.43,0.2,0.5
887,3/15/2019,SOUTHWEST U.S.,FRUITS,KIWIFRUIT,each,67,0.39,0.33,0.59
870,3/15/2019,SOUTHWEST U.S.,FRUITS,BANANAS,per pound,41,0.69,0.69,0.69
886,3/15/2019,SOUTHWEST U.S.,FRUITS,HONEYDEWS,per pound,5,0.79,0.79,0.79
884,3/15/2019,SOUTHWEST U.S.,FRUITS,GRAPES,per pound,"1,352",1.83,0.97,3.99
883,3/15/2019,SOUTHWEST U.S.,FRUITS,GRAPES,per pound,19,1.35,1.29,1.5
858,3/15/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,8,1.99,1.99,1.99
881,3/15/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,per pound,4,0.99,0.99,0.99
880,3/15/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,per pound,52,0.79,0.79,0.79
879,3/15/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,each,73,0.89,0.88,0.99
878,3/15/2019,SOUTHWEST U.S.,FRUITS,CLEMENTINES,5 lb package,317,3.99,3.99,3.99
877,3/15/2019,SOUTHWEST U.S.,FRUITS,CLEMENTINES,3 lb bag,563,3.87,2.5,3.99
876,3/15/2019,SOUTHWEST U.S.,FRUITS,CANTALOUPS,per pound,324,0.44,0.33,0.5
